article_name,primary_fraud_type_semantic,secondary_fraud_types_semantic,semantic_mention_counts_json,jurisdictions_json,sectors_json,channels_json,programs_json,actors_json,has_sar_guidance,has_regulatory_context,sar_guidance_json,regulatory_context_json,related_documents_json,quantitative_notes_json,fincen_id,doc_title,doc_date,doc_type,pdf_url,num_pages,num_chunks,total_chunks,high_signal_chunks
FIN-2014-A005.pdf,money_laundering,trade_based_money_laundering | bulk_cash_smuggling | correspondent_banking,"{""trade_based_money_laundering"": 46, ""bulk_cash_smuggling"": 41, ""virtual_assets_crypto"": 15, ""correspondent_banking"": 34, ""money_laundering"": 45, ""human_trafficking"": 18, ""ransomware_cyber"": 2, ""human_smuggling"": 13, ""shell_front_companies"": 13, ""fraud_government_programs"": 1, ""sanctions_evasion"": 1, ""terrorist_financing"": 2}","[""China"", ""Mexico"", ""United States""]","[""depository_institution""]","[""cash"", ""wire""]",[],"[""dto"", ""tco""]",True,True,{},{},[],[],FIN-2014-A005,FinCEN Advisory–FIN-2014-A005,05/28/2014,advisory,https://www.fincen.gov/system/files/advisory/FIN-2014-A005.pdf,6,85,85,13
FIN-2014-A006.pdf,sanctions_evasion,money_laundering | trade_based_money_laundering | correspondent_banking,"{""sanctions_evasion"": 26, ""structuring_smurfing"": 5, ""proliferation_financing"": 10, ""money_laundering"": 24, ""trade_based_money_laundering"": 15, ""terrorist_financing"": 7, ""human_trafficking"": 2, ""corruption_bribery"": 2, ""virtual_assets_crypto"": 2, ""correspondent_banking"": 11, ""bulk_cash_smuggling"": 2, ""shell_front_companies"": 2, ""fraud_government_programs"": 1, ""ransomware_cyber"": 2}","[""Afghanistan"", ""Iran"", ""North Korea"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2014-A006,FinCEN Advisory – FIN-2014-A006,08/05/2014,advisory,https://www.fincen.gov/system/files/advisory/FIN-2014-A006.pdf,5,75,75,5
FIN-2014-A007.pdf,money_laundering,,"{""money_laundering"": 28, ""sanctions_evasion"": 13, ""correspondent_banking"": 9, ""trade_based_money_laundering"": 10, ""structuring_smurfing"": 11, ""corruption_bribery"": 1, ""fraud_government_programs"": 4, ""shell_front_companies"": 5, ""synthetic_identity"": 1, ""elder_romance_scam"": 1, ""ransomware_cyber"": 7, ""bulk_cash_smuggling"": 4, ""virtual_assets_crypto"": 6, ""terrorist_financing"": 3, ""human_trafficking"": 3, ""human_smuggling"": 2, ""proliferation_financing"": 2}","[""United States""]","[""casino"", ""depository_institution"", ""msb"", ""securities""]","[""ach""]",[],"[""tco""]",True,False,{},{},[],[],FIN-2014-A007,FinCEN Advisory – FIN-2014-A007,08/11/2014,advisory,https://www.fincen.gov/system/files/advisory/FIN-2014-A007.pdf,6,61,61,7
FIN-2014-A008.pdf,human_trafficking,bulk_cash_smuggling | money_laundering | human_smuggling | trade_based_money_laundering | correspondent_banking,"{""sanctions_evasion"": 11, ""human_trafficking"": 86, ""human_smuggling"": 67, ""bulk_cash_smuggling"": 81, ""trade_based_money_laundering"": 60, ""money_laundering"": 84, ""shell_front_companies"": 27, ""ransomware_cyber"": 5, ""virtual_assets_crypto"": 28, ""terrorist_financing"": 20, ""correspondent_banking"": 49, ""elder_romance_scam"": 35, ""proliferation_financing"": 2, ""fraud_government_programs"": 4, ""structuring_smurfing"": 1, ""synthetic_identity"": 1}","[""Mexico"", ""United States""]","[""casino"", ""depository_institution"", ""msb""]","[""ach"", ""cash"", ""prepaid"", ""wire""]","[""eip""]",[],True,True,{},{},[],[],FIN-2014-A008,FinCEN Advisory – FIN-2014-A008,09/11/2014,advisory,https://www.fincen.gov/system/files/advisory/FIN-2014-A008.pdf,10,203,203,20
FIN-2014-A009.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | proliferation_financing | correspondent_banking,"{""sanctions_evasion"": 27, ""structuring_smurfing"": 7, ""proliferation_financing"": 15, ""money_laundering"": 28, ""trade_based_money_laundering"": 18, ""fraud_government_programs"": 2, ""terrorist_financing"": 9, ""human_trafficking"": 4, ""corruption_bribery"": 2, ""virtual_assets_crypto"": 6, ""correspondent_banking"": 11, ""bulk_cash_smuggling"": 4, ""shell_front_companies"": 4, ""ransomware_cyber"": 3, ""human_smuggling"": 1}","[""Afghanistan"", ""Iran"", ""North Korea"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2014-A009,FinCEN Advisory – FIN-2014-A009,11/12/2014,advisory,https://www.fincen.gov/system/files/advisory/FIN-2014-A009.pdf,5,78,78,5
FIN-2015-A001.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | correspondent_banking | proliferation_financing,"{""sanctions_evasion"": 27, ""structuring_smurfing"": 5, ""proliferation_financing"": 13, ""money_laundering"": 28, ""trade_based_money_laundering"": 18, ""fraud_government_programs"": 2, ""terrorist_financing"": 9, ""human_trafficking"": 4, ""corruption_bribery"": 2, ""virtual_assets_crypto"": 6, ""correspondent_banking"": 11, ""bulk_cash_smuggling"": 4, ""shell_front_companies"": 4, ""synthetic_identity"": 1, ""ransomware_cyber"": 3, ""human_smuggling"": 1}","[""Afghanistan"", ""Iran"", ""North Korea"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2015-A001,FinCEN Advisory – FIN-2015-A001,03/16/2015,advisory,https://www.fincen.gov/system/files/advisory/FIN-2015-A001.pdf,5,77,77,5
FIN-2015-A002.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | proliferation_financing | correspondent_banking,"{""sanctions_evasion"": 26, ""structuring_smurfing"": 4, ""proliferation_financing"": 14, ""money_laundering"": 27, ""trade_based_money_laundering"": 17, ""fraud_government_programs"": 2, ""terrorist_financing"": 9, ""human_trafficking"": 4, ""virtual_assets_crypto"": 6, ""corruption_bribery"": 2, ""correspondent_banking"": 11, ""bulk_cash_smuggling"": 4, ""shell_front_companies"": 4, ""synthetic_identity"": 1, ""ransomware_cyber"": 3, ""human_smuggling"": 1}","[""Afghanistan"", ""Iran"", ""North Korea"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2015-A002,FinCEN Advisory – FIN-2015-A002,07/20/2015,advisory,https://www.fincen.gov/system/files/advisory/FIN-2015-A002.pdf,5,78,78,5
FIN-2016-A001.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | correspondent_banking,"{""sanctions_evasion"": 23, ""structuring_smurfing"": 5, ""proliferation_financing"": 8, ""money_laundering"": 23, ""trade_based_money_laundering"": 16, ""fraud_government_programs"": 2, ""terrorist_financing"": 7, ""human_trafficking"": 3, ""corruption_bribery"": 2, ""virtual_assets_crypto"": 3, ""correspondent_banking"": 10, ""bulk_cash_smuggling"": 3, ""shell_front_companies"": 2, ""ransomware_cyber"": 2}","[""Afghanistan"", ""Iran"", ""North Korea"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2016-A001,FinCEN Advisory – FIN-2016-A001,01/19/2016,advisory,https://www.fincen.gov/system/files/advisory/FIN-2016-A001.pdf,5,69,69,3
FIN-2016-A002.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | correspondent_banking,"{""sanctions_evasion"": 22, ""structuring_smurfing"": 4, ""proliferation_financing"": 8, ""money_laundering"": 24, ""trade_based_money_laundering"": 14, ""fraud_government_programs"": 2, ""terrorist_financing"": 7, ""virtual_assets_crypto"": 4, ""corruption_bribery"": 2, ""correspondent_banking"": 10, ""human_trafficking"": 2, ""human_smuggling"": 1, ""bulk_cash_smuggling"": 3, ""shell_front_companies"": 1, ""ransomware_cyber"": 2}","[""Afghanistan"", ""Iran"", ""North Korea"", ""Panama"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2016-A002,FinCEN Advisory - FIN-2016-A002,03/21/2016,advisory,https://www.fincen.gov/system/files/advisory/FIN-2016-A002.pdf,6,75,75,2
FIN-2016-A003.pdf,money_laundering,correspondent_banking | elder_romance_scam | ransomware_cyber,"{""structuring_smurfing"": 1, ""ransomware_cyber"": 25, ""terrorist_financing"": 5, ""sanctions_evasion"": 8, ""fraud_government_programs"": 17, ""elder_romance_scam"": 26, ""synthetic_identity"": 10, ""trade_based_money_laundering"": 14, ""money_laundering"": 47, ""correspondent_banking"": 41, ""human_trafficking"": 4, ""bulk_cash_smuggling"": 5, ""virtual_assets_crypto"": 4, ""shell_front_companies"": 2, ""human_smuggling"": 1, ""proliferation_financing"": 1}","[""China"", ""United States""]","[""depository_institution"", ""real_estate""]","[""wire""]",[],[],True,False,{},{},[],[],FIN-2016-A003,FinCEN Advisory - FIN-2016-A003,09/06/2016,advisory,https://www.fincen.gov/system/files/advisory/2016-09-09/FIN-2016-A003.pdf,8,112,112,24
FIN-2016-A004.pdf,sanctions_evasion,money_laundering | trade_based_money_laundering | proliferation_financing,"{""sanctions_evasion"": 26, ""proliferation_financing"": 14, ""money_laundering"": 24, ""trade_based_money_laundering"": 15, ""fraud_government_programs"": 1, ""terrorist_financing"": 6, ""structuring_smurfing"": 4, ""human_trafficking"": 3, ""correspondent_banking"": 8, ""virtual_assets_crypto"": 3, ""bulk_cash_smuggling"": 4, ""shell_front_companies"": 2, ""synthetic_identity"": 1, ""ransomware_cyber"": 1}","[""Afghanistan"", ""Iran"", ""North Korea"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,False,{},{},[],[],FIN-2016-A004,FinCEN Advisory - FIN-2016-A004,09/07/2016,advisory,https://www.fincen.gov/system/files/advisory/2016-09-08/FIN-2016-A004.pdf,6,75,75,6
Fentanyl%20Advisory%20FINAL%20508.pdf,bulk_cash_smuggling,trade_based_money_laundering | money_laundering | human_trafficking | virtual_assets_crypto,"{""money_laundering"": 75, ""trade_based_money_laundering"": 81, ""bulk_cash_smuggling"": 83, ""virtual_assets_crypto"": 36, ""human_trafficking"": 38, ""structuring_smurfing"": 6, ""corruption_bribery"": 4, ""terrorist_financing"": 16, ""sanctions_evasion"": 14, ""ransomware_cyber"": 13, ""proliferation_financing"": 4, ""correspondent_banking"": 25, ""human_smuggling"": 21, ""shell_front_companies"": 16, ""elder_romance_scam"": 8, ""fraud_government_programs"": 3, ""synthetic_identity"": 5}","[""China"", ""Mexico"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""atm"", ""cash"", ""virtual_assets"", ""wire""]",[],"[""courier"", ""dto"", ""front_company"", ""money_mule"", ""shell_company"", ""tco""]",True,True,{},{},[],[],FIN-2019-A006,FinCEN Advisory FIN-2019-A006,08/21/2019,advisory,https://www.fincen.gov/system/files/advisory/2019-08-21/Fentanyl%20Advisory%20FINAL%20508.pdf,18,250,250,22
FinCEN Alert Human Smuggling FINAL_508.pdf,bulk_cash_smuggling,human_smuggling | human_trafficking | money_laundering | trade_based_money_laundering,"{""proliferation_financing"": 1, ""money_laundering"": 47, ""human_trafficking"": 52, ""human_smuggling"": 53, ""trade_based_money_laundering"": 45, ""bulk_cash_smuggling"": 64, ""ransomware_cyber"": 8, ""shell_front_companies"": 12, ""terrorist_financing"": 4, ""virtual_assets_crypto"": 11, ""fraud_government_programs"": 2, ""sanctions_evasion"": 4, ""corruption_bribery"": 2, ""correspondent_banking"": 25, ""elder_romance_scam"": 8, ""structuring_smurfing"": 6, ""synthetic_identity"": 1}","[""Mexico"", ""United States"", ""Venezuela""]","[""casino"", ""depository_institution"", ""msb"", ""real_estate""]","[""ach"", ""atm"", ""cash"", ""wire""]",[],"[""tco""]",True,True,{},{},[],[],FIN-2023-ALERT001,FinCEN Alert on Human Smuggling Along the Southwest Border of the United States,01/13/2023,alert,https://www.fincen.gov/system/files/shared/FinCEN Alert Human Smuggling FINAL_508.pdf,10,131,131,17
FinCEN Alert Mail Theft-Related Check Fraud FINAL 508.pdf,money_laundering,ransomware_cyber | correspondent_banking | fraud_government_programs | elder_romance_scam | bulk_cash_smuggling | trade_based_money_laundering,"{""money_laundering"": 44, ""fraud_government_programs"": 21, ""ransomware_cyber"": 35, ""trade_based_money_laundering"": 18, ""bulk_cash_smuggling"": 20, ""correspondent_banking"": 32, ""terrorist_financing"": 3, ""proliferation_financing"": 1, ""elder_romance_scam"": 20, ""shell_front_companies"": 7, ""corruption_bribery"": 4, ""human_trafficking"": 5, ""human_smuggling"": 3, ""virtual_assets_crypto"": 7, ""synthetic_identity"": 2, ""sanctions_evasion"": 2, ""structuring_smurfing"": 5}","[""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""atm"", ""card"", ""check"", ""mobile_deposit"", ""virtual_assets""]","[""eip""]","[""money_mule""]",True,True,{},{},[],[],FIN-2023-ALERT003,FinCEN Alert on Nationwide Surge in Mail Theft-Related Check Fraud Schemes Targeting the U.S. Mail,02/27/2023,alert,https://www.fincen.gov/system/files/shared/FinCEN Alert Mail Theft-Related Check Fraud FINAL 508.pdf,8,105,105,26
FinCEN%20Advisory%20CVC%20FINAL%20508.pdf,virtual_assets_crypto,money_laundering | trade_based_money_laundering | bulk_cash_smuggling | ransomware_cyber,"{""trade_based_money_laundering"": 36, ""bulk_cash_smuggling"": 34, ""virtual_assets_crypto"": 46, ""shell_front_companies"": 19, ""money_laundering"": 36, ""human_trafficking"": 10, ""ransomware_cyber"": 21, ""structuring_smurfing"": 5, ""corruption_bribery"": 2, ""terrorist_financing"": 11, ""sanctions_evasion"": 16, ""fraud_government_programs"": 1, ""elder_romance_scam"": 9, ""synthetic_identity"": 4, ""correspondent_banking"": 16, ""human_smuggling"": 1, ""proliferation_financing"": 1}","[""Iran"", ""Mexico"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""atm"", ""virtual_assets""]",[],"[""money_mule"", ""tco""]",True,True,{},{},[],[],FIN-2019-A003,FinCEN Advisory FIN-2019-A003,05/09/2019,advisory,https://www.fincen.gov/system/files/advisory/2019-05-10/FinCEN%20Advisory%20CVC%20FINAL%20508.pdf,12,147,147,20
FinCEN%20Advisory%20Corruption%20FINAL%20508.pdf,money_laundering,trade_based_money_laundering | corruption_bribery,"{""corruption_bribery"": 46, ""sanctions_evasion"": 35, ""money_laundering"": 85, ""bulk_cash_smuggling"": 32, ""trade_based_money_laundering"": 54, ""human_trafficking"": 16, ""human_smuggling"": 5, ""ransomware_cyber"": 20, ""virtual_assets_crypto"": 17, ""shell_front_companies"": 32, ""proliferation_financing"": 15, ""terrorist_financing"": 9, ""correspondent_banking"": 24, ""fraud_government_programs"": 8, ""elder_romance_scam"": 6, ""synthetic_identity"": 4, ""structuring_smurfing"": 6}","[""Colombia"", ""Mexico"", ""Panama"", ""Russia"", ""Ukraine"", ""United States"", ""Venezuela""]","[""depository_institution"", ""msb"", ""real_estate"", ""securities""]","[""ach""]","[""covid_relief"", ""eip""]","[""tco""]",True,True,{},{},[],[],FIN-2022-A001,FinCEN Advisory FIN-2022-A001,04/14/2022,advisory,https://www.fincen.gov/system/files/advisory/2022-04-14/FinCEN%20Advisory%20Corruption%20FINAL%20508.pdf,13,174,174,32
FinCEN%20Advisory%20Covid%20Cybercrime%20508%20FINAL.pdf,ransomware_cyber,money_laundering,"{""ransomware_cyber"": 47, ""virtual_assets_crypto"": 20, ""fraud_government_programs"": 11, ""structuring_smurfing"": 6, ""corruption_bribery"": 5, ""terrorist_financing"": 8, ""sanctions_evasion"": 8, ""elder_romance_scam"": 17, ""correspondent_banking"": 8, ""bulk_cash_smuggling"": 6, ""money_laundering"": 23, ""human_trafficking"": 4, ""shell_front_companies"": 5, ""synthetic_identity"": 8, ""proliferation_financing"": 1, ""trade_based_money_laundering"": 3}","[""Canada"", ""China"", ""United States""]","[""depository_institution""]","[""ach"", ""atm"", ""virtual_assets""]",[],"[""money_mule""]",True,False,{},{},[],[],FIN-2020-A005,FinCEN Advisory FIN-2020-A005,07/30/2020,advisory,https://www.fincen.gov/system/files/advisory/2020-07-30/FinCEN%20Advisory%20Covid%20Cybercrime%20508%20FINAL.pdf,8,95,95,24
FinCEN%20Advisory%20Elder%20Financial%20Exploitation%20FINAL%20508.pdf,elder_romance_scam,money_laundering | ransomware_cyber | correspondent_banking,"{""elder_romance_scam"": 87, ""money_laundering"": 65, ""correspondent_banking"": 53, ""ransomware_cyber"": 63, ""fraud_government_programs"": 36, ""human_trafficking"": 9, ""trade_based_money_laundering"": 20, ""bulk_cash_smuggling"": 15, ""corruption_bribery"": 1, ""terrorist_financing"": 3, ""structuring_smurfing"": 17, ""sanctions_evasion"": 10, ""virtual_assets_crypto"": 9, ""synthetic_identity"": 4, ""human_smuggling"": 3, ""shell_front_companies"": 6}","[""China"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""atm"", ""card"", ""virtual_assets"", ""wire""]","[""eip"", ""healthcare""]","[""courier"", ""money_mule""]",True,True,{},{},[],[],FIN-2022-A002,FinCEN Advisory FIN-2022-A002,06/15/2022,advisory,https://www.fincen.gov/system/files/advisory/2022-06-15/FinCEN%20Advisory%20Elder%20Financial%20Exploitation%20FINAL%20508.pdf,15,215,215,42
FinCEN%20Advisory%20FIN-2017-A006-508%20Compliant.pdf,money_laundering,trade_based_money_laundering | corruption_bribery | bulk_cash_smuggling,"{""structuring_smurfing"": 4, ""correspondent_banking"": 14, ""money_laundering"": 36, ""terrorist_financing"": 7, ""sanctions_evasion"": 17, ""corruption_bribery"": 18, ""proliferation_financing"": 4, ""trade_based_money_laundering"": 31, ""ransomware_cyber"": 6, ""virtual_assets_crypto"": 7, ""human_trafficking"": 5, ""bulk_cash_smuggling"": 17, ""fraud_government_programs"": 2, ""human_smuggling"": 1, ""shell_front_companies"": 5}","[""United States"", ""Venezuela""]","[""depository_institution"", ""insurance"", ""real_estate""]","[""ach"", ""wire""]",[],[],True,True,{},{},[],[],FIN-2017-A006,FinCEN Advisory FIN-2017-A006,09/20/2017,advisory,https://www.fincen.gov/system/files/advisory/2017-09-20/FinCEN%20Advisory%20FIN-2017-A006-508%20Compliant.pdf,7,81,81,20
FinCEN%20Advisory%20FIN-2017-A007-508%20Compliant.pdf,fraud_government_programs,money_laundering | elder_romance_scam | ransomware_cyber | correspondent_banking,"{""money_laundering"": 21, ""fraud_government_programs"": 20, ""elder_romance_scam"": 18, ""terrorist_financing"": 9, ""structuring_smurfing"": 2, ""sanctions_evasion"": 7, ""corruption_bribery"": 7, ""ransomware_cyber"": 16, ""trade_based_money_laundering"": 5, ""correspondent_banking"": 12, ""synthetic_identity"": 3, ""bulk_cash_smuggling"": 2, ""virtual_assets_crypto"": 3, ""shell_front_companies"": 1}","[""United States""]","[""depository_institution""]","[""wire""]",[],[],True,True,{},{},[],[],FIN-2020-NTC1,FinCEN Notice to Financial Institutions Regarding COVID-19,3/16/2020,notice,https://www.fincen.gov/system/files/advisory/2017-10-31/FinCEN%20Advisory%20FIN-2017-A007-508%20Compliant.pdf,4,55,55,11
FinCEN%20Alert%20Real%20Estate%20FINAL%20508_1-25-23%20FINAL%20FINAL.pdf,money_laundering,trade_based_money_laundering | sanctions_evasion | correspondent_banking,"{""proliferation_financing"": 6, ""money_laundering"": 59, ""virtual_assets_crypto"": 15, ""human_smuggling"": 4, ""ransomware_cyber"": 11, ""trade_based_money_laundering"": 34, ""bulk_cash_smuggling"": 18, ""terrorist_financing"": 19, ""sanctions_evasion"": 27, ""shell_front_companies"": 24, ""correspondent_banking"": 26, ""human_trafficking"": 4, ""elder_romance_scam"": 5, ""corruption_bribery"": 2, ""structuring_smurfing"": 4, ""synthetic_identity"": 1}","[""Russia"", ""Ukraine"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""real_estate"", ""securities""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2023-ALERT002,"FinCEN Alert on Potential U.S. Commercial Real Estate Investments by Sanctioned Russian Elites, Oligarchs, and Their Proxies",01/25/2023,alert,https://www.fincen.gov/system/files/shared/FinCEN%20Alert%20Real%20Estate%20FINAL%20508_1-25-23%20FINAL%20FINAL.pdf,11,133,133,23
FinCEN%20Alert%20Russian%20Elites%20High%20Value%20Assets_508%20FINAL.pdf,money_laundering,trade_based_money_laundering | sanctions_evasion | bulk_cash_smuggling | shell_front_companies,"{""elder_romance_scam"": 2, ""money_laundering"": 55, ""trade_based_money_laundering"": 51, ""proliferation_financing"": 22, ""bulk_cash_smuggling"": 31, ""fraud_government_programs"": 5, ""terrorist_financing"": 23, ""sanctions_evasion"": 35, ""human_trafficking"": 19, ""ransomware_cyber"": 13, ""virtual_assets_crypto"": 17, ""shell_front_companies"": 26, ""correspondent_banking"": 22, ""human_smuggling"": 7, ""structuring_smurfing"": 8, ""corruption_bribery"": 2, ""synthetic_identity"": 2}","[""Canada"", ""Russia"", ""Ukraine"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""real_estate"", ""securities""]","[""ach"", ""virtual_assets"", ""wire""]","[""eip""]","[""shell_company""]",True,True,{},{},[],[],FIN-2022-ALERT002,"FinCEN Alert on Real Estate, Luxury Goods, and Other High Value Assets Involving Russian Elites, Oligarchs, and their Family Members",03/16/2022,alert,https://www.fincen.gov/system/files/2022-03/FinCEN%20Alert%20Russian%20Elites%20High%20Value%20Assets_508%20FINAL.pdf,12,173,173,26
FinCEN%20Alert%20Russian%20Sanctions%20Evasion%20FINAL%20508.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | correspondent_banking | ransomware_cyber,"{""proliferation_financing"": 15, ""sanctions_evasion"": 41, ""trade_based_money_laundering"": 38, ""ransomware_cyber"": 21, ""money_laundering"": 55, ""terrorist_financing"": 9, ""bulk_cash_smuggling"": 21, ""correspondent_banking"": 26, ""shell_front_companies"": 12, ""fraud_government_programs"": 4, ""human_smuggling"": 2, ""human_trafficking"": 4, ""corruption_bribery"": 3, ""virtual_assets_crypto"": 12, ""synthetic_identity"": 3, ""structuring_smurfing"": 7, ""elder_romance_scam"": 4}","[""Iran"", ""North Korea"", ""Russia"", ""Ukraine"", ""United States""]","[""depository_institution"", ""insurance"", ""msb"", ""real_estate"", ""securities""]","[""ach"", ""virtual_assets"", ""wire""]","[""eip""]",[],True,True,{},{},[],[],FIN-2022-ALERT001,FinCEN Advises Increased Vigilance for Potential Russian Sanctions Evasion Attempts,03/07/2022,alert,https://www.fincen.gov/system/files/2022-03/FinCEN%20Alert%20Russian%20Sanctions%20Evasion%20FINAL%20508.pdf,10,136,136,30
FinCEN%20Alert%20Twitter_508%20FINAL.pdf,elder_romance_scam,ransomware_cyber | virtual_assets_crypto | money_laundering | correspondent_banking | bulk_cash_smuggling,"{""virtual_assets_crypto"": 7, ""ransomware_cyber"": 10, ""bulk_cash_smuggling"": 5, ""elder_romance_scam"": 13, ""synthetic_identity"": 3, ""sanctions_evasion"": 2, ""money_laundering"": 7, ""correspondent_banking"": 7, ""trade_based_money_laundering"": 3, ""shell_front_companies"": 3, ""structuring_smurfing"": 1, ""fraud_government_programs"": 2, ""terrorist_financing"": 2}",[],[],"[""virtual_assets""]",[],[],True,False,{},{},[],[],FIN-2020-ALERT001,FinCEN Alerts Financial Institutions to Convertible Virtual Currency Scam Involving Twitter,07/16/2020,alert,https://www.fincen.gov/system/files/2020-07/FinCEN%20Alert%20Twitter_508%20FINAL.pdf,2,29,29,5
FinCEN%20Environmental%20Crimes%20Notice%20508%20FINAL.pdf,human_trafficking,money_laundering | bulk_cash_smuggling | trade_based_money_laundering | human_smuggling,"{""money_laundering"": 30, ""ransomware_cyber"": 8, ""sanctions_evasion"": 7, ""correspondent_banking"": 2, ""virtual_assets_crypto"": 3, ""trade_based_money_laundering"": 29, ""bulk_cash_smuggling"": 30, ""human_trafficking"": 41, ""shell_front_companies"": 13, ""human_smuggling"": 26, ""corruption_bribery"": 2, ""structuring_smurfing"": 2, ""terrorist_financing"": 2, ""fraud_government_programs"": 2}","[""China"", ""Mexico"", ""Russia"", ""United States""]","[""depository_institution"", ""msb""]","[""ach"", ""atm""]",[],"[""tco""]",True,False,{},{},[],[],FIN-2021-NTC4,FinCEN Calls Attention to Environmental Crimes and Related Financial Activity,11/18/2021,notice,https://www.fincen.gov/system/files/2021-11/FinCEN%20Environmental%20Crimes%20Notice%20508%20FINAL.pdf,8,79,79,4
FinCEN%20FATF%20Advisory%20%28February%202017%29.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | correspondent_banking | proliferation_financing,"{""sanctions_evasion"": 26, ""proliferation_financing"": 14, ""money_laundering"": 26, ""trade_based_money_laundering"": 18, ""fraud_government_programs"": 1, ""structuring_smurfing"": 6, ""terrorist_financing"": 6, ""human_trafficking"": 4, ""correspondent_banking"": 15, ""virtual_assets_crypto"": 4, ""bulk_cash_smuggling"": 4, ""human_smuggling"": 1, ""shell_front_companies"": 2, ""ransomware_cyber"": 1}","[""Afghanistan"", ""Iran"", ""North Korea"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2017-A002,FinCEN Advisory - FIN-2017-A002,04/05/2017,advisory,https://www.fincen.gov/system/files/advisory/2017-04-05/FinCEN%20FATF%20Advisory%20%28February%202017%29.pdf,6,81,81,7
FinCEN%20FATF%20Advisory%20FIN-2018-A002%20%28508%29.pdf,sanctions_evasion,money_laundering | proliferation_financing | trade_based_money_laundering,"{""sanctions_evasion"": 41, ""money_laundering"": 35, ""trade_based_money_laundering"": 26, ""terrorist_financing"": 15, ""structuring_smurfing"": 6, ""fraud_government_programs"": 4, ""proliferation_financing"": 29, ""human_trafficking"": 5, ""shell_front_companies"": 2, ""ransomware_cyber"": 3, ""correspondent_banking"": 14, ""bulk_cash_smuggling"": 6, ""virtual_assets_crypto"": 5}","[""Iran"", ""North Korea"", ""United States""]","[""casino"", ""depository_institution"", ""insurance"", ""msb"", ""securities""]","[""ach"", ""card"", ""wire""]",[],[],True,True,{},{},[],[],FIN-2018-A002,FinCEN Advisory FIN-2018-A002,04/27/2018,advisory,https://www.fincen.gov/system/files/advisory/2018-04-27/FinCEN%20FATF%20Advisory%20FIN-2018-A002%20%28508%29.pdf,10,127,127,12
FinCEN%20FATF%20Advisory%20Jan%202017-508%20Compliant_0.pdf,money_laundering,sanctions_evasion | trade_based_money_laundering | correspondent_banking | proliferation_financing,"{""sanctions_evasion"": 28, ""proliferation_financing"": 14, ""money_laundering"": 28, ""trade_based_money_laundering"": 18, ""fraud_government_programs"": 1, ""structuring_smurfing"": 5, ""terrorist_financing"": 7, ""human_trafficking"": 4, ""virtual_assets_crypto"": 4, ""correspondent_banking"": 15, ""human_smuggling"": 1, ""bulk_cash_smuggling"": 4, ""shell_front_companies"": 2, ""ransomware_cyber"": 1}","[""Afghanistan"", ""Iran"", ""North Korea"", ""United States""]","[""depository_institution""]","[""ach""]",[],[],True,True,{},{},[],[],FIN-2017-A001,FinCEN Advisory – FIN-2017-A001,01/19/2017,advisory,https://www.fincen.gov/system/files/advisory/2017-01-18/FinCEN%20FATF%20Advisory%20Jan%202017-508%20Compliant_0.pdf,6,81,81,7
